Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
2985,flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4707.0,2,2,1,0.0,Relatively New,944.0,0,0,0,0,0,0,46
2986,flat,tulip violet,sector 69,1.43,8888.0,3,3,2,1.0,Relatively New,1305.0,0,0,0,1,0,0,86
2987,flat,puri diplomatic greens,sector 111,3.7,12542.0,4,5,3+,12.0,Relatively New,2650.0,0,1,0,0,0,1,158
2988,house,independent,sector 57,3.3,19097.0,4,4,2,3.0,Moderately Old,1728.0,0,0,1,0,0,1,60
2989,flat,dlf regal gardens,sector 90,1.7,7222.0,4,4,3+,15.0,Moderately Old,2005.0,0,1,0,0,0,0,38
2990,house,independent,sector 24,1.45,2984.0,3,3,1,2.0,Old Property,540.0,0,0,0,0,0,0,9
2991,flat,tulip ivory,sector 70,2.0,8333.0,4,5,3+,7.0,Moderately Old,2169.0,0,1,0,0,0,1,174
2992,flat,signature global solera,sector 107,0.36,6581.0,2,2,2,8.0,Relatively New,608.0,0,0,0,0,0,0,45
2993,flat,m3m woodshire,sector 107,1.3,10815.0,3,3,3,7.0,Relatively New,1547.0,0,0,0,1,0,0,89
2994,flat,godrej aria,sector 79,0.96,13296.0,2,2,3,8.0,Relatively New,1012.0,0,0,0,0,0,0,49
2995,flat,orris carnation residency,sector 85,0.72,4881.0,3,3,2,9.0,Moderately Old,1350.0,0,0,0,0,1,0,49
2996,house,dlf city phase 1,sector 26,4.5,33333.0,3,3,2,2.0,Moderately Old,1350.0,1,1,0,0,0,0,70
2997,flat,ireo victory valley,sector 67,2.87,11904.0,3,3,3+,16.0,Relatively New,2095.0,0,1,0,0,0,1,174
2998,flat,ramprastha primera,sector 37d,1.08,6000.0,3,3,3,9.0,Relatively New,1700.0,0,0,0,0,0,0,158
2999,house,not applicable,sector 11,2.2,12222.0,4,3,2,1.0,Old Property,1800.0,1,0,0,1,0,0,24
3000,flat,paras dews,sector 106,0.95,6859.0,2,2,3+,2.0,Relatively New,940.0,0,0,0,0,0,0,49
3001,flat,godrej aria,sector 79,1.0,6653.0,2,2,2,4.0,Relatively New,1300.0,1,0,0,0,0,0,49
3002,house,independent,sector 4,0.65,11111.0,4,2,2,2.0,Moderately Old,585.0,0,0,0,0,0,0,0
3003,flat,ss residency,sector 12,0.53,4818.0,3,3,2,2.0,Relatively New,995.0,0,0,0,0,0,1,14
3004,flat,bestech altura,sector 79,1.85,8605.0,3,4,3+,11.0,New Property,1946.0,0,1,0,0,0,0,49
3005,flat,la vida by tata housing,sector 113,1.55,11654.0,2,2,3,2.0,New Property,1276.0,0,0,0,0,0,0,174
3006,flat,paras dews,sector 106,0.88,6354.0,2,2,3+,1.0,Relatively New,940.0,0,0,0,0,0,0,49
3007,flat,emaar mgf palm terraces select,sector 66,3.4,14108.0,4,4,3+,2.0,Relatively New,2210.0,0,1,0,0,0,1,157
3008,flat,signature global solera,sector 107,0.4,6645.0,2,2,1,7.0,Relatively New,577.0,0,0,0,0,0,1,55
3009,flat,vatika gurgaon,sector 83,1.18,6801.0,3,3,2,14.0,Relatively New,1618.0,0,0,0,0,0,0,26
3010,house,independent,sector 26,4.6,12198.0,4,4,3+,2.0,Old Property,3771.0,0,0,0,0,0,0,28
3012,flat,spaze privvy the address,sector 93,1.25,5700.0,4,4,3,16.0,Relatively New,2105.0,0,0,0,0,0,0,0
3013,flat,dlf new town heights,sector 86,1.27,6580.0,3,4,3,19.0,Relatively New,1800.0,0,1,0,1,0,0,126
3014,flat,godrej nature plus,sector 33,1.35,8232.0,3,2,3+,7.0,Under Construction,1484.0,0,0,0,1,0,0,49
3015,flat,signature global grand iva,sector 103,0.23,6534.0,1,1,1,4.0,Relatively New,400.0,0,0,0,0,0,0,23
3016,flat,dlf regency park,sector 28,1.35,11989.0,2,2,2,1.0,Moderately Old,1109.0,0,0,0,0,0,0,0
3017,house,independent,sector 47,5.25,11667.0,9,9,3+,4.0,Relatively New,4650.0,0,1,0,0,0,1,142
3018,flat,ireo skyon,sector 60,3.8,13571.0,4,5,3,15.0,Moderately Old,2791.0,0,1,0,0,0,1,145
3019,flat,the lions cghs,sector 56,2.0,8333.0,4,4,3,8.0,Relatively New,2253.0,0,0,0,0,1,1,49
3020,flat,puri diplomatic greens,sector 111,3.5,11864.0,4,5,3+,10.0,Relatively New,2700.0,0,1,0,0,0,1,49
3021,flat,emaar mgf the palm drive,sector 66,3.45,15682.0,3,4,3,6.0,Relatively New,2000.0,0,1,0,0,0,1,95
3022,flat,ambience creacions,sector 22,4.1,28101.0,3,3,3+,2.0,New Property,2069.0,0,0,0,0,0,2,119
3023,flat,antriksh heights,sector 84,0.92,5041.0,3,3,3,2.0,Relatively New,1652.0,1,0,0,1,0,0,67
3024,flat,breez global hill view,sohna road,0.35,5600.0,2,2,2,14.0,Relatively New,694.0,0,0,0,0,0,0,98
3025,flat,ss the leaf,sector 85,1.1,6318.0,2,2,3+,3.0,Relatively New,1464.0,0,0,1,0,0,0,143
3026,house,ardee city,sector 52,5.5,20370.0,9,9,3+,3.0,Moderately Old,2700.0,0,1,0,1,1,1,26
3027,flat,umang monsoon breeze,sector 78,0.8,4837.0,3,2,2,7.0,Moderately Old,1472.0,0,0,0,1,0,0,102
3028,flat,chd avenue,sector 71,0.82,7081.0,2,2,2,6.0,Moderately Old,1086.0,0,0,0,0,0,0,0
3029,flat,pareena coban residences,sector 99a,1.3,6510.0,3,3,0,16.0,New Property,1997.0,0,0,0,0,0,0,0
3030,flat,bestech park view residency,sector 2,0.98,6960.0,2,2,3,0.0,Moderately Old,1281.0,0,0,0,0,0,0,85
3031,flat,raheja atlantis,sector 31,5.5,18688.0,4,5,3+,1.0,Relatively New,2663.0,1,1,0,1,0,0,81
3032,house,dlf new town heights,sector 91,2.5,7058.0,4,4,3+,3.0,Moderately Old,3400.0,1,1,1,1,0,1,80
3033,flat,signature global city,sector 37d,1.1,9839.0,2,2,2,4.0,Relatively New,1242.0,0,0,0,0,0,0,59
3034,flat,deepak minda,manesar,1.25,4715.0,3,3,3+,6.0,Moderately Old,2944.0,0,1,0,0,0,0,44
3035,flat,emaar mgf palm hills,sector 77,1.09,5383.0,3,4,3+,5.0,Relatively New,1833.0,0,1,0,0,1,1,167
3036,house,independent,sector 26,4.5,33333.0,5,5,3+,2.0,Old Property,1350.0,0,0,0,0,0,0,7
3037,flat,m3m woodshire,sector 107,1.7,6142.0,4,5,3+,9.0,Relatively New,2505.0,0,1,0,0,0,0,79
3038,flat,raheja navodaya,sector 92,0.85,5407.0,3,3,0,0.0,Relatively New,1423.0,0,0,0,0,0,0,88
3041,flat,elan the presidential,sector 106,6.3,15385.0,5,6,3+,10.0,Under Construction,3797.0,0,0,0,0,0,1,62
3042,flat,vipul lavanya,sector 81,0.6,6667.0,2,2,1,0.0,Relatively New,1000.0,0,0,0,0,0,0,49
3043,flat,vatika gurgaon,sector 83,1.25,6313.0,3,3,2,12.0,Moderately Old,1700.0,0,1,0,0,0,0,95
3045,house,rk excelo,sector 12,0.6,13333.0,5,3,2,3.0,Moderately Old,30.0,0,0,0,0,1,0,0
3046,flat,supertech araville,sector 79,0.78,6023.0,2,2,3+,0.0,New Property,1172.0,0,0,0,0,1,0,74
3047,flat,la vida by tata housing,sector 113,2.48,14091.0,3,3,3+,8.0,New Property,1980.0,0,1,0,0,0,0,79
3048,flat,birla navya,sector 63a,3.5,25926.0,3,3,3,1.0,Under Construction,1350.0,0,0,0,0,0,0,38
3049,flat,bptp terra,sector 37d,1.6,7303.0,4,3,3+,7.0,Relatively New,2000.0,0,0,0,0,1,1,139
3050,flat,emaar gurgaon greens,sector 102,1.35,8182.0,3,3,3,9.0,Relatively New,1315.0,0,1,0,0,0,0,100
3051,house,independent,sector 105,1.1,12222.0,6,4,1,1.0,Moderately Old,1000.0,0,0,0,0,0,0,0
3052,flat,paras dews,sector 106,1.35,7297.0,4,4,3+,18.0,Relatively New,2100.0,0,1,0,1,0,1,174
3053,flat,kanchanjanga tower,sector 56,1.45,7632.0,3,3,3+,2.0,Moderately Old,1719.0,0,0,0,0,0,1,126
3054,flat,puri emerald bay,sector 104,2.6,15160.0,3,4,3+,5.0,Relatively New,2061.0,1,1,0,0,0,0,81
3055,flat,imperia the esfera,sector 37c,0.87,5513.0,2,3,3+,9.0,New Property,1428.0,1,0,0,0,0,0,49
3056,house,dlf city plots phase 3,sector 24,1.44,2963.0,4,2,2,1.0,Old Property,540.0,0,0,0,0,0,0,8
3057,flat,signature global solera,sector 107,0.51,7907.0,3,2,2,9.0,Relatively New,717.0,0,0,0,0,1,0,15
3058,flat,aipl zen residences,sector 70a,1.25,9905.0,2,2,2,19.0,New Property,1402.0,0,0,0,0,0,0,42
3059,flat,microtek greenburg,sector 86,1.65,8707.0,3,4,3,8.0,Relatively New,1715.0,0,1,0,0,0,0,124
3060,flat,m3m golfestate,sector 65,13.2,12000.0,4,4,3,13.0,Moderately Old,12222.0,0,1,0,0,0,0,60
3062,flat,shree vardhman victoria,sector 70,1.78,9128.0,3,3,3+,7.0,Relatively New,1765.0,0,1,0,0,1,0,49
3063,flat,sobha city,sector 108,2.6,15196.0,3,3,2,11.0,New Property,1711.0,0,0,0,0,0,0,49
3064,house,independent,sector 43,2.5,2885.0,7,7,3,4.0,Relatively New,963.0,0,0,0,0,1,1,20
3065,flat,vatika lifestyle homes,sector 83,1.05,7500.0,3,2,2,1.0,Moderately Old,1600.0,0,0,0,0,0,1,106
3066,flat,m3m the marina,sector 68,1.45,9615.0,3,2,3+,9.0,New Property,1365.0,0,0,0,0,0,0,0
3067,flat,vatika xpressions,sector 88b,0.92,7360.0,2,2,2,3.0,Relatively New,1300.0,0,0,0,1,0,0,174
3068,house,independent,sector 26,23.0,25556.0,4,4,3+,2.0,Relatively New,9000.0,1,1,1,1,0,1,145
3069,flat,samadhan shri kamal cghs,sector 1,2.01,11427.0,4,4,3+,10.0,Moderately Old,1956.0,0,0,0,0,0,2,0
3070,house,independent,sohna road road,6.25,6944.0,3,3,0,1.0,Moderately Old,9000.0,0,0,0,0,0,0,0
3071,flat,chd avenue,sector 71,1.25,6596.0,3,4,2,14.0,Relatively New,1577.0,1,1,0,1,1,2,128
3072,house,independent,sector 105,0.38,8444.0,2,2,2,1.0,Moderately Old,56.0,0,0,0,0,0,0,0
3073,flat,raheja vedaanta,sector 108,0.95,5214.0,3,3,3,3.0,Relatively New,1649.0,0,0,0,0,1,0,95
3074,flat,ss the leaf,sector 85,1.77,7350.0,3,4,3+,7.0,New Property,2179.0,0,0,1,0,0,0,107
3075,flat,pyramid urban homes 2,sector 86,0.5,9615.0,2,2,1,10.0,Relatively New,578.0,0,0,0,0,0,0,15
3076,flat,signature global solera,sector 107,0.28,5833.0,2,2,2,0.0,Relatively New,543.0,0,0,0,0,0,0,45
3077,flat,orchid petals,sector 49,1.9,10526.0,3,3,3,9.0,Moderately Old,2006.0,0,1,0,0,0,0,95
3078,flat,adani aangan galleria,sector 89,0.25,5000.0,1,1,1,6.0,New Property,430.0,0,0,0,0,0,0,74
3079,house,independent,sector 4,2.35,16319.0,4,4,2,2.0,Old Property,1440.0,0,0,0,1,0,0,43
3081,house,independent,sector 12,1.4,8701.0,2,2,1,2.0,Old Property,166.0,0,0,0,0,0,0,0
3082,flat,afnhb jalvayu vihar,sector 30,1.45,11154.0,3,2,2,2.0,Old Property,1300.0,0,0,0,0,0,2,75
3084,flat,puri emerald bay,sector 104,1.8,8824.0,2,3,3,23.0,New Property,1538.0,0,1,0,0,0,0,36
3085,flat,godrej,sector 79,1.93,8532.0,3,4,3+,5.0,Relatively New,2047.0,0,1,0,0,0,0,158
3086,flat,paras dews,sector 106,0.97,8818.0,2,2,3,6.0,New Property,1200.0,0,0,0,1,0,1,174
3087,flat,signature global park,sohna road,0.54,7248.0,2,1,3,1.0,New Property,828.0,0,0,0,0,0,0,65
3088,flat,dlf the skycourt,sector 86,1.5,6944.0,3,3,1,16.0,Relatively New,1719.0,0,0,0,0,1,0,49
3089,flat,emaar mgf the palm drive,sector 66,4.6,18400.0,3,3,3,11.0,Relatively New,2882.0,1,1,1,1,0,0,131
3090,flat,emaar palm gardens,sector 83,1.75,9211.0,3,3,3,6.0,Relatively New,1600.0,0,1,0,0,0,1,150
3091,house,independent,sector 2,2.55,16378.0,3,3,2,2.0,Old Property,1557.0,0,0,0,0,0,0,8
3093,flat,signature global city 92,sector 92,0.78,7723.0,2,2,3,2.0,Under Construction,846.0,0,0,0,0,1,0,24
3094,flat,bestech park view sanskruti,sector 92,1.68,11053.0,3,4,3+,15.0,Relatively New,1804.0,0,1,0,0,0,1,174
3095,flat,m3m woodshire,sector 107,0.8,5857.0,2,2,3+,6.0,Relatively New,1204.0,0,0,0,1,0,1,174
3096,flat,signature global solera,sector 107,0.38,6333.0,2,2,2,3.0,Relatively New,627.0,0,0,0,0,0,2,23
3097,flat,godrej habitat,sector 3,1.25,8657.0,2,2,3,14.0,Under Construction,1161.0,0,0,0,0,0,0,36
3098,flat,pareena mi casa,sector 68,1.1,8835.0,2,2,3,11.0,New Property,1127.0,0,0,0,0,0,0,95
3099,house,independent,sector 4,0.5,10482.0,5,3,0,1.0,Moderately Old,53.0,0,0,0,0,0,0,0
3100,flat,m3m sierra 68,sector 68,1.2,9002.0,2,2,3,1.0,Relatively New,982.0,0,0,0,0,0,2,76
3101,flat,m3m skywalk,sector 74,1.52,13345.0,2,2,3,6.0,Relatively New,1250.0,0,0,1,0,0,0,174
3102,flat,indiabulls enigma,sector 110,4.0,9850.0,4,4,3,17.0,New Property,3350.0,0,0,0,0,0,0,59
3103,flat,the close north,sector 50,2.97,11401.0,3,3,3+,8.0,Moderately Old,2600.0,0,1,0,0,0,1,174
3104,flat,hsiidc sidco aravali,manesar,0.81,3129.0,3,3,3+,2.0,Moderately Old,1900.0,0,1,0,0,0,0,74
3105,flat,sahara grace,sector 28,4.3,12421.0,3,4,3,5.0,Old Property,3133.0,0,1,1,0,0,0,24
3106,flat,suposhaa smartworld orchard,sector 61,2.25,14526.0,3,3,2,3.0,Under Construction,1721.0,0,0,0,0,0,0,0
3107,flat,dlf new town heights,sector 90,1.54,6514.0,4,4,3+,12.0,Moderately Old,2200.0,0,1,0,1,0,1,111
3108,flat,gls avenue 51,sector 92,0.45,7614.0,2,2,1,10.0,New Property,646.0,1,0,0,0,0,1,20
3109,flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,4.0,Under Construction,1278.0,0,0,0,0,0,0,16
3110,house,international city by sobha phase 2,sector 109,5.65,10463.0,4,4,3+,2.0,New Property,5400.0,0,1,0,0,1,1,44
3111,flat,orchid petals,sector 49,4.16,11699.0,5,4,3+,14.0,Relatively New,3219.0,1,1,0,0,0,0,40
3112,house,suncity township,sector 54,2.0,3440.0,9,9,3,11.0,Relatively New,60.0,0,1,0,0,0,2,7
3113,flat,microtek greenburg,sector 86,1.3,15294.0,2,3,3,5.0,Relatively New,944.0,1,0,0,0,0,1,45
3114,house,independent,sector 109,1.55,6568.0,3,2,0,1.0,Relatively New,2360.0,0,0,0,0,0,0,0
3115,flat,raheja vedaanta,sector 108,0.7,4667.0,2,2,1,10.0,Moderately Old,1468.0,0,0,0,0,0,0,0
3116,house,independent,sector 91,3.6,14815.0,4,4,3,2.0,New Property,2430.0,0,0,0,0,0,1,49
3117,flat,godrej nature plus,sector 33,1.08,13123.0,2,2,3,8.0,Under Construction,85.0,0,0,0,0,0,0,56
3118,flat,dlf 76,new,4.0,11429.0,4,4,2,4.0,Under Construction,3889.0,1,1,0,0,0,1,101
3120,flat,vatika emilia floors,sector 83,0.6,5714.0,2,2,2,1.0,Relatively New,990.0,0,0,0,0,0,1,167
3121,house,ansals palam vihar,sector 2,4.0,16667.0,4,4,3+,2.0,Moderately Old,2400.0,0,1,0,0,0,0,0
3122,flat,ild grand centra,sector 37c,0.95,5220.0,3,1,0,0.0,Relatively New,1820.0,0,0,0,0,0,0,0
3123,flat,smart world gems,sector 89,0.9,8145.0,2,2,2,1.0,New Property,1105.0,0,0,0,0,0,0,45
3124,house,sushant lok 1 builder floors,sector 43,1.95,10078.0,3,4,3+,4.0,New Property,1935.0,0,1,0,0,0,1,78
3125,flat,indiabulls centrum park,sector 103,1.34,7486.0,3,3,3+,13.0,Relatively New,1560.0,1,0,0,0,0,0,93
3126,house,independent,sector 12,1.5,11111.0,5,5,2,3.0,Old Property,1350.0,0,0,0,0,0,0,16
3127,flat,ats triumph,sector 104,1.75,7642.0,3,4,3+,11.0,Relatively New,2072.0,0,1,0,0,0,0,110
3128,flat,bestech spa signature,sector 81,4.4,12571.0,4,4,3+,6.0,New Property,3700.0,1,1,0,1,1,2,49
3129,flat,hsiidc sidco aravali,manesar,0.9,3478.0,3,3,3+,8.0,Moderately Old,1900.0,0,1,0,0,0,0,23
3130,flat,whiteland blissville,sector 76,1.92,11497.0,3,3,2,2.0,Under Construction,1672.0,0,0,0,0,0,0,61
3131,flat,m3m woodshire,sector 107,1.39,5887.0,3,4,3+,6.0,Relatively New,2057.0,0,1,0,1,0,1,174
3132,house,independent,sector 104,0.6,5128.0,7,3,1,2.0,Moderately Old,1170.0,0,0,0,0,0,0,0
3133,house,eldeco mansionz,sector 48,4.75,20299.0,7,7,3,2.0,Moderately Old,2340.0,1,0,0,0,0,1,33
3134,flat,m3m woodshire,sector 107,1.29,8836.0,3,3,3+,1.0,Relatively New,1690.0,0,0,0,1,0,1,174
3135,flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3,3,3,2.0,Relatively New,1650.0,1,1,0,0,0,0,158
3136,house,vipul tatvam villa,sector 48,7.35,22812.0,4,5,2,2.0,Moderately Old,3222.0,1,1,1,1,0,1,144
3137,flat,corona gracieux,sector 76,1.08,5510.0,3,3,3,1.0,New Property,1774.0,0,1,0,0,0,0,58
3138,flat,smart world orchard,sector 61,2.0,12912.0,3,3,2,3.0,New Property,1721.0,0,0,0,0,1,0,61
3139,flat,tulip violet,sector 69,1.36,8619.0,3,3,1,12.0,Relatively New,1291.0,0,0,0,1,0,0,95
3140,flat,pyramid elite,sector 86,0.46,79.0,2,2,1,0.0,Under Construction,64601.0,0,0,0,0,0,0,15
3141,flat,suncity vatsal valley,gwal pahari,1.45,10140.0,3,3,3,4.0,Under Construction,1430.0,0,0,0,0,0,0,49
3142,flat,signature global park,sohna road,0.52,6326.0,2,2,2,3.0,Relatively New,913.0,0,0,0,1,0,0,161
3143,flat,experion the heartsong,sector 108,1.55,7738.0,3,3,3+,7.0,Relatively New,1750.0,0,1,0,1,0,1,174
3144,flat,birla navya,sector 63a,3.3,15349.0,3,3,3,4.0,Under Construction,2150.0,0,1,0,0,0,0,52
3145,flat,sbtl caladium,sector 109,1.7,6680.0,3,3,3+,9.0,Relatively New,2303.0,0,1,0,0,0,0,159
3146,flat,bhemerlei,sohna road road,0.69,5100.0,2,2,2,3.0,Under Construction,1350.0,0,0,0,0,0,0,0
3147,flat,bptp astaire gardens,sector 70a,0.97,6585.0,3,3,3+,1.0,Relatively New,1339.0,0,0,0,0,1,0,149
3148,flat,pareena mi casa,sector 68,1.9,9228.0,3,3,3+,1.0,Under Construction,2288.0,0,1,0,0,0,0,49
3149,flat,godrej air,sector 85,1.8,13139.0,3,3,3,30.0,Under Construction,141.0,0,0,0,0,0,0,45
3151,flat,ompee k s residency,new sector 2,1.6,2993.0,2,2,2,1.0,Relatively New,73.0,0,0,0,0,0,0,0
3152,flat,ireo skyon,sector 60,3.05,12788.0,3,3,3,9.0,Relatively New,2300.0,0,1,0,0,0,1,165
3153,flat,emaar mgf emerald floors premier,sector 65,2.9,14684.0,4,4,3+,4.0,Relatively New,1975.0,1,1,0,0,0,1,152
3154,flat,m3m skywalk,sector 74,2.25,13636.0,3,3,2,9.0,Relatively New,1938.0,0,1,0,0,0,1,174
3155,flat,shapoorji pallonji joyville gurugram,sector 102,2.0,17730.0,3,3,3+,1.0,Relatively New,1456.0,0,0,1,0,0,0,139
3156,flat,signature global city,sector 37d,1.0,8163.0,3,3,3,4.0,Under Construction,1250.0,0,0,0,0,0,0,49
3157,flat,vatika gurgaon,sector 83,1.25,6313.0,3,3,2,2.0,Relatively New,1792.0,0,1,0,0,0,0,119
3158,flat,indiabulls centrum park,sector 103,1.01,8080.0,2,2,3,5.0,Relatively New,1338.0,0,0,1,0,0,1,165
3159,flat,rof ananda,sector 95,0.31,5647.0,2,2,1,5.0,Relatively New,610.0,0,0,0,1,0,1,74
3160,flat,ss,sector 85,1.98,8223.0,3,4,3,6.0,Relatively New,2300.0,0,0,0,0,0,0,42
3161,flat,bestech park view grand spa,sector 81,4.2,10000.0,4,4,3+,25.0,Relatively New,3512.0,0,1,0,0,0,1,90
3162,flat,la vida by tata housing,sector 113,1.5,11755.0,2,2,2,13.0,New Property,1418.0,0,0,0,0,0,0,71
3163,flat,pyramid pride,sector 76,0.5,6579.0,2,2,1,8.0,Under Construction,844.0,0,0,0,0,0,0,76
3164,flat,godrej habitat,sector 3,1.2,8310.0,2,2,3,0.0,Under Construction,1307.0,0,0,0,0,0,0,60
3165,flat,the cocoon,dwarka expressway,2.0,13333.0,3,3,3,5.0,New Property,1357.0,0,0,0,0,0,0,0
3166,flat,sare green parc 2,sector 92,0.75,4744.0,3,3,3,2.0,Relatively New,1415.0,0,0,0,0,1,1,49
3167,flat,shree arihant apartment,sector 54,1.55,8611.0,3,3,3,3.0,Moderately Old,1900.0,0,1,0,0,0,1,109
3168,flat,vatika gurgaon,sector 83,0.87,6988.0,2,2,2,3.0,Moderately Old,1127.0,0,0,0,0,0,0,35
3169,flat,bestech park view ananda,sector 81,0.95,6985.0,2,2,2,14.0,Relatively New,1260.0,0,0,0,0,0,1,165
3170,flat,gls arawali homes,sohna road,0.26,4514.0,2,2,2,4.0,Relatively New,640.0,0,0,0,0,0,0,42
3171,flat,m3m skywalk,sector 74,2.45,12141.0,3,3,3+,25.0,Relatively New,1800.0,1,0,0,0,0,0,137
3172,flat,breez global hill view,sohna road,0.32,5470.0,2,2,1,17.0,New Property,1000.0,0,0,0,0,0,0,49
3173,flat,m3m soulitude,sector 89,1.25,8784.0,3,3,3,3.0,New Property,1288.0,1,0,0,0,1,0,61
3174,flat,ss the leaf,sector 85,1.05,6402.0,2,2,3,6.0,Relatively New,1484.0,0,0,0,0,1,0,49
3175,flat,supertech araville,sector 79,1.1,5641.0,3,3,3,1.0,Relatively New,2167.0,0,0,0,0,0,1,106
3176,house,independent,sector 23,4.0,16006.0,3,3,2,2.0,Moderately Old,2430.0,0,1,0,0,0,1,115
3177,flat,ss the leaf,sector 85,2.15,7646.0,4,5,3+,1.0,Relatively New,2545.0,0,1,0,0,0,0,165
3178,flat,godrej icon,sector 88a,1.31,8101.0,2,2,3+,3.0,Relatively New,1463.0,1,0,0,0,0,0,102
3179,flat,sare green parc phase 3,sector 92,0.75,7143.0,3,2,2,3.0,New Property,1298.0,0,0,0,0,0,0,121
3180,house,housing board colony,sector 28,3.5,25926.0,6,6,3,3.0,Relatively New,1350.0,0,0,0,0,0,0,0
3181,flat,avl 36 gurgaon,sector 36a,0.36,9000.0,1,1,1,7.0,Relatively New,407.0,0,0,0,0,0,0,95
3182,house,independent,sector 43,1.9,3909.0,3,3,3+,3.0,Old Property,60.0,0,0,0,0,0,2,0
3183,flat,tulip violet,sector 69,1.37,8908.0,3,3,1,12.0,Relatively New,1392.0,0,0,0,0,0,0,116
3184,flat,conscient elevate,sector 59,3.9,16993.0,3,1,0,0.0,Under Construction,2295.0,0,0,0,0,0,0,0
3185,flat,supertech hues,sector 68,0.82,6949.0,2,2,3+,21.0,Under Construction,1068.0,0,0,0,0,1,0,72
3186,house,ansals palam vihar,sector 2,5.0,12500.0,6,4,0,3.0,Moderately Old,4000.0,0,0,0,0,0,0,0
3188,flat,ss the leaf,sector 85,1.3,10484.0,2,2,3+,10.0,Relatively New,1491.0,0,0,1,0,0,0,148
3189,flat,aipl zen residences,sector 70a,1.75,10258.0,3,4,3+,20.0,Relatively New,1706.0,0,0,0,0,1,2,49
3190,flat,surya vihar rwa,sector 21,1.3,6500.0,5,5,2,2.0,Old Property,2400.0,1,1,1,0,0,1,42
3191,flat,the close north,sector 50,2.7,10365.0,3,3,3+,6.0,Moderately Old,2400.0,0,1,0,0,0,0,174
3192,flat,dlf the ultima,sector 81,2.35,11233.0,3,4,3+,18.0,Relatively New,1558.0,0,1,0,0,0,0,106
3193,flat,vatika gurgaon,sector 83,1.4,6629.0,3,3,2,7.0,Relatively New,1570.0,0,0,0,0,0,1,74
3194,flat,signature global the millennia,sector 37d,0.6,9231.0,2,2,3,7.0,New Property,625.0,0,0,0,0,0,0,35
3195,flat,sare crescent parc,sector 92,0.9,3158.0,4,5,3+,14.0,Relatively New,1692.0,0,1,0,0,1,0,62
3196,flat,mapsko royale ville,sector 82,0.99,5531.0,3,4,2,14.0,New Property,1620.0,0,1,0,0,0,0,95
3197,house,independent,sohna road road,0.5,5556.0,2,1,2,1.0,Moderately Old,900.0,0,0,0,0,0,0,0
3198,flat,ats kocoon,sector 109,2.95,10351.0,4,4,3+,7.0,Relatively New,3150.0,0,1,1,0,0,1,158
3199,flat,bptp terra,sector 37d,1.78,8124.0,4,3,3,10.0,Relatively New,1983.0,0,1,0,0,0,0,127
3200,flat,alpha corp gurgaonone,sector 84,1.5,7641.0,3,3,3,20.0,Relatively New,1833.0,0,1,0,0,0,1,37
3201,flat,emaar gurgaon greens,sector 102,1.38,13490.0,3,3,3,6.0,Relatively New,1315.0,0,1,0,0,0,1,128
3202,flat,gls avenue 51,sector 92,0.39,6075.0,3,3,3+,6.0,Relatively New,713.0,0,0,0,0,0,0,104
3203,flat,silverglades the melia,sohna road,1.01,6999.0,2,2,3,12.0,Under Construction,1184.0,1,0,0,0,0,0,80
3204,flat,central park flower valley,sector 33,3.3,13750.0,3,3,3,2.0,Under Construction,2667.0,1,1,1,1,0,0,61
3205,flat,emaar palm gardens,sector 83,1.8,9474.0,3,4,0,9.0,Relatively New,1900.0,0,0,0,0,0,0,55
3206,flat,emaar mgf emerald floors premier,sector 65,2.75,13924.0,4,4,3,3.0,Relatively New,1975.0,1,1,0,0,0,1,113
3207,flat,m3m golfestate,sector 79,1.4,10000.0,2,2,2,4.0,Relatively New,1556.0,1,1,1,0,0,2,83
3208,house,vipul tatvam villa,sector 48,22.0,26667.0,5,6,3,3.0,Moderately Old,8250.0,0,1,0,0,0,0,54
3209,flat,pareena coban residences,sector 99a,1.32,6610.0,3,5,3,11.0,New Property,1737.0,0,1,0,0,0,0,88
3210,flat,ambience lagoon,sector 24,5.8,12500.0,3,4,3+,9.0,Old Property,3700.0,1,1,0,1,1,2,68
3211,flat,gls arawali homes,sohna road,0.3,5291.0,2,2,2,10.0,Relatively New,516.0,0,0,0,0,0,0,42
3212,house,independent,sector 7,0.9,10000.0,6,4,3,3.0,Old Property,900.0,0,1,0,0,1,1,44
3213,flat,shree vardhman flora,sector 90,1.3,5253.0,4,5,2,9.0,Relatively New,2134.0,1,1,0,0,0,0,110
3214,flat,signature global park,sohna road,0.75,6938.0,3,2,3+,4.0,New Property,1201.0,0,0,0,0,0,0,101
3215,flat,ambience creacions,sector 22,1.65,11957.0,2,2,2,9.0,Relatively New,1200.0,0,0,0,1,1,2,133
3216,flat,ace palm floors,sector 89,0.97,7861.0,2,2,2,1.0,New Property,1371.0,1,0,0,0,0,0,28
3218,house,independent,sector 7,1.16,11717.0,5,4,2,1.0,Old Property,122.0,0,0,0,0,0,0,0
3219,flat,tulip violet,sector 69,1.75,9459.0,3,4,2,0.0,Relatively New,2056.0,0,0,0,0,0,1,174
