Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
2747,house,dlf city plots phase 2,sector 25,6.5,36111.0,5,5,3+,3.0,Old Property,1800.0,1,1,1,1,0,1,134
2748,flat,vatika iris floors,sector 82,0.63,5590.0,2,2,3+,2.0,Relatively New,1026.0,1,0,0,0,0,0,110
2749,flat,global hill view,sector 11,0.36,5150.0,2,2,0,15.0,Relatively New,699.0,0,0,0,0,0,0,0
2750,flat,aipl the peaceful homes,sector 70a,2.8,11915.0,3,4,3,22.0,Relatively New,2350.0,0,1,0,0,0,0,49
2751,house,independent,sector 4,5.0,10101.0,3,3,2,1.0,Old Property,4950.0,0,0,0,0,0,0,22
2752,flat,dlf beverly park,sector 25,8.0,15385.0,5,5,3+,2.0,Old Property,5778.0,1,1,0,1,1,2,26
2753,flat,ss the leaf,sector 76,1.3,7927.0,2,2,2,17.0,New Property,1484.0,0,0,0,0,0,0,90
2754,flat,ats triumph,sector 104,2.6,8814.0,4,4,3+,16.0,Relatively New,3064.0,0,1,0,0,0,1,150
2755,flat,m3m soulitude,sector 89,1.33,16986.0,3,3,3,4.0,Under Construction,1423.0,1,0,0,0,0,0,125
2756,flat,vatika gurgaon,sector 83,0.84,6747.0,2,2,2,7.0,Moderately Old,1127.0,0,0,0,0,0,1,157
2757,flat,ireo victory valley,sector 67,4.75,13930.0,4,4,3+,0.0,Relatively New,3200.0,1,1,1,1,0,1,165
2758,flat,experion the heartsong,sector 108,2.08,9905.0,4,4,3+,3.0,Relatively New,2631.0,0,1,0,0,0,0,126
2759,flat,piedmont taksila heights,sector 37c,1.05,4792.0,3,3,3,7.0,Relatively New,1738.0,0,0,0,0,0,1,81
2760,flat,signature global solera,sector 107,0.5,7692.0,2,2,1,11.0,Relatively New,494.0,0,0,0,0,0,0,55
2761,flat,ireo the corridors,sector 67a,1.6,9265.0,3,3,2,3.0,New Property,1346.0,0,0,1,0,0,1,142
2762,flat,smart world orchard,sector 61,1.41,12250.0,2,2,2,2.0,Under Construction,1150.0,1,0,0,0,0,0,76
2763,house,independent,sector 3,0.9,8929.0,3,1,0,1.0,Moderately Old,1008.0,0,0,0,0,0,0,0
2764,flat,vatika the seven lamps,sector 82,0.94,6569.0,2,2,2,12.0,Relatively New,1299.0,1,0,0,0,0,1,103
2765,flat,supertech new soft launch,sector 68,0.84,7119.0,2,2,2,7.0,New Property,1180.0,0,0,0,0,0,0,0
2766,flat,shree vardhman victoria,sector 70,1.65,8462.0,3,4,3,5.0,Relatively New,1527.0,0,1,0,0,1,1,49
2767,flat,chd avenue,sector 71,1.4,7946.0,3,3,2,1.0,Moderately Old,1958.0,0,0,0,1,0,1,125
2768,flat,satya the hermitage,sector 103,0.93,6405.0,2,3,3,3.0,Relatively New,1613.0,0,1,0,0,0,1,90
2769,flat,ild greens,sector 37c,1.05,7500.0,3,3,3,4.0,New Property,1500.0,0,0,0,0,0,1,5
2770,flat,ss the leaf,sector 85,1.12,6452.0,2,2,3,10.0,Relatively New,1485.0,0,0,0,0,1,0,49
2771,flat,aipl the peaceful homes,sector 70a,2.6,12009.0,3,2,2,12.0,Moderately Old,2406.0,0,1,0,0,0,0,52
2772,house,unitech uniworld resorts,sector 33,8.0,11429.0,4,4,3+,2.0,Old Property,7000.0,1,1,1,1,0,0,77
2773,flat,adani brahma samsara vilasa,sector 63,3.0,16667.0,3,3,3,3.0,New Property,2000.0,0,0,0,0,0,0,24
2774,flat,krisumi waterfall residences,sector 36a,4.1,15501.0,3,4,3,30.0,New Property,2820.0,1,0,0,0,0,2,49
2775,house,independent,sector 26,13.5,29880.0,5,5,3+,2.0,Relatively New,4518.0,1,1,0,1,1,2,49
2776,flat,godrej aria,sector 79,1.7,7427.0,3,4,3+,6.0,New Property,1659.0,0,1,0,0,0,0,81
2777,flat,ats tourmaline,sector 109,1.5,6977.0,3,4,3+,4.0,Relatively New,1797.0,0,1,0,0,0,0,39
2778,flat,sare green parc 2,sector 92,1.07,5245.0,4,3,3,10.0,Under Construction,2040.0,1,1,0,0,0,0,86
2779,flat,paras dews,sector 106,1.34,9551.0,4,5,3+,7.0,Relatively New,1535.0,0,1,0,0,0,0,49
2780,flat,pivotal riddhi siddhi,sector 99,0.72,947.0,2,2,2,12.0,Relatively New,784.0,0,0,1,0,0,0,31
2782,flat,takshila heights sector 37 c,new,0.67,5583.0,2,2,2,3.0,Relatively New,1086.0,0,0,0,0,0,0,23
2783,flat,mapsko casa bella,sector 82,1.75,6903.0,4,5,3+,1.0,Relatively New,2535.0,0,0,0,0,0,0,54
2785,flat,supertech araville,sector 79,0.9,6950.0,2,2,0,12.0,Relatively New,1295.0,0,0,0,0,0,0,0
2786,flat,signature global city 63a,sector 63a,1.55,14776.0,2,2,2,2.0,Under Construction,1167.0,0,0,0,0,0,0,0
2787,flat,eldeco accolade,sohna road,0.71,5608.0,2,2,3,10.0,Relatively New,1154.0,0,0,0,0,0,0,159
2788,flat,emaar mgf emerald floors premier,sector 65,2.5,15152.0,3,3,3,3.0,Relatively New,1493.0,1,1,0,0,0,0,15
2789,flat,m3m woodshire,sector 107,1.49,6311.0,3,4,3+,5.0,Relatively New,2137.0,0,1,1,0,0,1,174
2790,house,independent,sector 45,4.49,24455.0,9,9,3+,3.0,Moderately Old,1836.0,0,0,0,0,1,1,90
2791,flat,the center court,sector 88a,2.1,12174.0,4,4,3,0.0,New Property,1745.0,1,1,0,0,0,0,142
2792,flat,puri the aravallis,sector 61,3.87,17200.0,3,4,3+,21.0,Under Construction,2250.0,0,1,0,0,0,0,58
2793,flat,chintels paradiso,sector 109,2.0,7605.0,4,4,2,11.0,Relatively New,2380.0,0,1,0,1,0,0,64
2794,flat,suposhaa smartworld orchard,sector 61,2.17,14000.0,3,3,3,1.0,Under Construction,1721.0,0,0,0,0,0,0,0
2795,flat,ireo victory valley,sector 67,3.5,14583.0,3,4,3,24.0,Relatively New,2490.0,0,1,0,1,0,1,149
2796,flat,zara aavaas,sector 104,0.26,7808.0,1,1,2,0.0,Relatively New,301.0,0,0,0,0,0,0,91
2797,flat,puri diplomatic greens,sector 111,2.65,13590.0,3,4,2,7.0,Relatively New,2086.0,0,1,0,0,0,1,159
2798,flat,ashiana anmol,sohna road,0.88,11125.0,2,2,2,13.0,Relatively New,1016.0,0,0,0,0,0,2,127
2799,flat,vatika independent floors,sector 82,1.45,8056.0,4,3,0,1.0,Relatively New,1800.0,0,0,0,0,0,0,50
2800,flat,emaar gurgaon greens,sector 102,1.45,14174.0,3,3,3,10.0,Relatively New,1315.0,0,1,0,0,0,0,165
2801,flat,gls arawali homes,sohna road,0.32,6723.0,2,1,0,0.0,Relatively New,476.0,0,0,0,0,0,0,0
2802,flat,tulip violet,sector 69,1.52,9632.0,3,3,2,4.0,Relatively New,1428.0,0,0,0,1,0,1,156
2803,house,independent,sector 43,5.3,27390.0,9,9,3+,3.0,Moderately Old,1935.0,0,1,0,0,0,1,71
2804,flat,eldeco accolade,sohna road,1.1,7550.0,3,2,3,13.0,Relatively New,1319.0,0,0,0,0,0,0,56
2805,flat,signature global city 63a,sector 63a,2.0,12804.0,3,3,2,1.0,Under Construction,1540.0,0,0,0,0,0,0,36
2806,flat,hcbs sports ville,sohna road,0.27,4348.0,2,2,2,10.0,Relatively New,619.0,0,0,0,0,0,0,43
2807,flat,pareena mi casa,sector 68,1.85,9311.0,3,3,3+,13.0,Under Construction,1798.0,0,0,0,0,0,0,47
2809,flat,imperia the esfera,sector 37c,0.86,4886.0,3,3,2,0.0,New Property,1593.0,0,0,0,0,1,0,35
2810,house,independent,sector 23,5.65,17706.0,7,7,3+,2.0,Moderately Old,5000.0,0,1,0,1,0,0,68
2811,flat,ss the leaf,sector 85,2.05,7290.0,4,4,3+,4.0,Relatively New,2500.0,0,1,0,0,0,1,49
2812,flat,godrej nature plus,sector 33,1.1,7971.0,2,2,2,14.0,Under Construction,1533.0,0,0,0,0,0,0,56
2813,flat,la vida by tata housing,sector 113,2.85,12855.0,3,3,3+,10.0,New Property,2006.0,0,1,0,0,0,0,72
2814,flat,emaar mgf palm hills,sector 77,1.55,7949.0,4,4,3+,2.0,Relatively New,1800.0,1,1,0,0,0,2,49
2815,house,vatika india next,sector 82,6.5,20062.0,4,3,0,2.0,Relatively New,3240.0,0,0,0,0,0,0,0
2816,flat,godrej summit,sector 104,1.25,6779.0,3,4,3+,12.0,Relatively New,1669.0,0,1,0,0,1,0,79
2817,house,sector 15 part 2 rwa,sector 15,10.0,22222.0,5,5,2,2.0,Old Property,4518.0,0,0,0,0,0,0,49
2818,flat,krisumi waterfall residences,sector 36a,2.3,15551.0,2,2,2,23.0,Relatively New,1479.0,0,0,0,0,0,0,58
2819,flat,signature global park,sohna road,0.91,6289.0,3,3,3,1.0,Relatively New,1599.0,0,0,0,1,0,0,165
2820,house,ansal sushant lok plots,sector 43,3.3,26570.0,1,1,0,2.0,Under Construction,1242.0,0,0,0,0,0,0,0
2821,flat,m3m capital,sector 113,2.9,12620.0,4,4,3+,11.0,Under Construction,2553.0,1,1,0,0,0,0,49
2822,house,ansal api spanish court,sector 2,2.9,18626.0,4,4,3,2.0,Relatively New,1557.0,0,0,1,0,0,1,49
2823,flat,emaar mgf palm hills,sector 77,1.9,9500.0,3,4,3+,6.0,New Property,1582.0,0,1,0,0,0,1,42
2824,flat,emaar mgf the palm drive,sector 66,1.51,15130.0,2,2,2,5.0,Relatively New,1188.0,0,0,0,1,0,1,82
2825,flat,pivotal devaan,sector 84,0.34,5832.0,2,2,1,3.0,Relatively New,533.0,0,0,1,0,0,0,75
2826,flat,emaar mgf the enclave,sector 66,2.1,12353.0,3,4,2,12.0,Relatively New,1800.0,0,1,0,0,0,1,156
2827,flat,godrej oasis,sector 88a,1.4,7568.0,3,3,3+,4.0,Relatively New,1674.0,0,0,0,0,0,1,38
2828,flat,breez global heights,sohna road,0.26,6599.0,1,1,1,6.0,New Property,438.0,0,0,0,0,0,0,26
2829,flat,pareena coban residences,sector 99a,1.4,7011.0,3,5,3+,6.0,New Property,1807.0,0,0,0,0,0,0,15
2830,flat,dlf the ultima,sector 81,2.26,10762.0,3,4,3+,17.0,New Property,1900.0,0,1,0,0,0,2,174
2831,flat,adani brahma samsara vilasa,sector 63,3.4,10000.0,3,3,3+,1.0,New Property,3077.0,0,0,0,0,0,0,99
2832,flat,emaar mgf palm hills,sector 77,1.25,8621.0,3,4,3,3.0,Relatively New,1310.0,1,1,0,0,0,0,49
2833,flat,emaar gurgaon greens,sector 102,1.4,8485.0,3,3,3,3.0,Relatively New,1315.0,0,1,0,0,0,0,60
2834,house,independent,sector 21,1.6,11852.0,5,5,2,3.0,Relatively New,120.0,0,0,0,0,0,0,0
2835,flat,ss almeria,sector 84,1.5,7500.0,3,3,3,2.0,New Property,1849.0,0,1,0,0,0,0,108
2836,flat,dlf the crest,sector 54,11.0,35223.0,4,6,3,7.0,Relatively New,2826.0,0,1,0,0,0,2,125
2837,flat,smart world gems,sector 89,1.01,9157.0,2,2,2,4.0,Under Construction,1226.0,1,0,0,0,0,0,38
2839,flat,experion windchants,sector 112,3.65,12310.0,3,4,3+,14.0,Relatively New,2225.56,0,1,0,0,0,1,150
2840,flat,bptp terra,sector 37d,1.79,8981.0,4,3,3,15.0,Relatively New,1808.0,0,0,0,0,1,1,37
2841,flat,raheja navodaya,sector 92,0.85,4271.0,3,3,3,2.0,Relatively New,1801.0,0,0,0,0,0,0,100
2842,house,unitech espace,sector 50,10.3,31790.0,5,6,3+,3.0,Moderately Old,3240.0,1,1,1,1,0,1,160
2843,flat,ireo the grand arch,sector 58,3.83,21577.0,3,4,2,10.0,Relatively New,2000.0,1,1,0,0,0,1,174
2844,house,independent,sector 7,0.45,5000.0,3,2,1,2.0,Old Property,900.0,0,0,0,0,1,0,12
2845,flat,emaar palm gardens,sector 83,1.38,8023.0,3,3,3,5.0,Relatively New,1350.0,0,1,0,0,0,1,8
2847,flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,2,2,2,12.0,Relatively New,828.0,0,0,0,0,0,0,100
2848,house,independent,sector 12,3.5,14787.0,8,8,3+,3.0,Relatively New,4800.0,1,1,0,1,0,2,77
2849,house,independent,sector 28,0.75,20833.0,7,4,3+,4.0,Moderately Old,360.0,0,0,0,0,0,0,7
2850,flat,satya element one,sector 49,0.87,19333.0,1,1,1,2.0,Relatively New,500.0,0,0,0,0,0,0,22
2851,flat,bhawna cghs,sector 43,3.25,10156.0,4,4,3+,12.0,Moderately Old,3115.0,0,0,0,1,0,1,119
2852,flat,tulip violet,sector 69,1.7,8458.0,4,4,2,1.0,Relatively New,1819.0,0,0,0,0,0,0,126
2853,house,independent,sector 43,2.55,13178.0,3,3,2,3.0,Relatively New,1935.0,0,0,0,0,0,1,60
2854,flat,experion the heartsong,sector 108,1.2,6826.0,3,2,3+,11.0,Relatively New,1550.0,0,1,0,1,0,1,174
2855,flat,ss,sector 85,1.19,7121.0,2,2,3,11.0,Relatively New,1670.0,0,0,0,0,0,0,49
2856,flat,hcbs sports ville,sohna road,0.32,4301.0,2,2,1,3.0,Relatively New,744.000768,0,0,0,0,0,0,109
2857,flat,pivotal devaan,sector 84,0.35,7246.0,2,2,2,4.0,Relatively New,537.0,0,0,0,0,0,0,37
2858,house,independent,sector 56,3.25,21495.0,5,6,3+,4.0,Relatively New,1512.0,0,0,0,1,1,1,27
2860,house,independent,sector 4,1.9,8444.0,4,3,2,2.0,Moderately Old,211.0,0,0,1,1,0,1,46
2861,flat,m3m skywalk,sector 74,1.78,12500.0,2,2,3+,12.0,Relatively New,1582.0,0,0,0,0,0,0,63
2862,house,independent,sector 2,1.15,19360.0,3,3,2,2.0,Old Property,594.0,0,0,0,0,0,1,32
2863,flat,shree vardhman victoria,sector 70,1.1,8462.0,2,2,2,8.0,Relatively New,1444.0,0,0,0,0,0,0,101
2864,flat,pioneer park,sector 61,2.1,11667.0,3,3,3,15.0,Relatively New,1592.0,0,0,0,0,0,1,49
2865,flat,hero homes,sector 104,1.2,17544.0,2,2,2,22.0,Under Construction,877.0,0,0,0,0,0,0,30
2866,flat,bestech park view residency,sector 2,0.95,6709.0,2,2,3,10.0,Old Property,1573.0,0,0,0,0,0,1,88
2867,flat,m3m the marina,sector 68,1.32,8759.0,2,2,3,15.0,Relatively New,1364.0,1,0,0,0,0,0,120
2868,flat,vatika city homes,sector 83,0.8,6061.0,2,2,2,8.0,Moderately Old,1195.0,0,0,1,0,0,0,22
2869,flat,bptp terra,sector 37d,1.95,14444.0,4,3,3,7.0,Under Construction,1650.0,0,0,0,0,0,0,53
2870,flat,microtek greenburg,sector 86,1.93,8446.0,3,4,3,12.0,Relatively New,2068.0,0,1,0,0,0,0,72
2871,flat,emaar mgf the palm drive,sector 66,2.85,14615.0,3,3,3,11.0,Relatively New,1950.0,1,0,0,0,0,1,67
2872,flat,ansal housing highland park,sector 103,0.8,5878.0,2,2,3,3.0,New Property,1089.0,0,0,0,1,0,0,174
2873,flat,signature global park,sohna road,0.55,7353.0,2,2,3,4.0,New Property,828.0,0,0,0,0,0,0,80
2874,flat,friends apartment,sector 52,2.0,8511.0,4,3,3,5.0,Moderately Old,2091.0,0,1,0,0,0,2,111
2875,flat,central park flower valley,sohna road road,1.65,17442.0,3,3,0,1.0,New Property,1051.0,0,0,0,0,0,0,66
2876,flat,dlf the ultima,sector 81,2.25,10755.0,3,4,3+,11.0,Relatively New,2090.0,0,1,0,0,0,2,174
2877,house,independent,sector 40,2.15,23889.0,3,3,3,3.0,Moderately Old,900.0,1,0,1,1,0,0,45
2878,flat,central park 2 bellevue,sector 48,2.75,10755.0,3,4,3+,3.0,Moderately Old,2574.0,0,0,0,0,0,0,32
2879,flat,trisara our homes 3,sohna road,0.35,5564.0,2,2,1,2.0,New Property,699.0,0,0,0,0,0,0,74
2880,flat,ss the leaf,sector 85,1.15,10017.0,2,2,3+,18.0,Relatively New,1380.0,0,0,1,0,0,0,156
2881,house,independent,sector 3 phase 3 extension,0.5,11111.0,5,3,3,3.0,Moderately Old,450.0,0,0,0,0,0,0,0
2882,house,independent,sector 13,1.5,10519.0,2,2,2,3.0,Old Property,1426.0,1,0,0,1,0,0,7
2883,flat,signature global city 81,sector 81,0.89,8279.0,2,2,2,3.0,Under Construction,1194.0,0,0,0,0,1,0,20
2884,house,tulip yellow,sector 69,2.95,16389.0,4,3,2,3.0,New Property,1800.0,0,0,0,1,1,2,111
2885,flat,zara aavaas,sector 104,0.65,8519.0,3,2,2,7.0,New Property,848.0,0,0,0,0,0,0,65
2886,flat,vatika city,sector 49,1.98,9074.0,3,4,3,9.0,Moderately Old,1750.75,0,1,0,0,0,1,101
2887,flat,experion windchants,sector 112,3.65,11428.0,3,5,2,3.0,Relatively New,2800.0,0,1,0,0,0,0,72
2888,flat,parkwood westend,sector 92,0.7,5204.0,2,2,3,5.0,Under Construction,1217.0,1,0,0,0,0,0,0
2889,flat,emaar emerald hills,sector 65,1.95,13929.0,3,3,3+,1.0,New Property,1556.0,0,0,1,0,0,1,117
2891,flat,dlf regal gardens,sector 90,1.25,7340.0,3,3,3,28.0,Moderately Old,1541.0,0,1,0,0,0,0,38
2892,flat,la vida by tata housing,sector 113,3.35,16750.0,3,4,3+,12.0,New Property,2200.0,1,1,0,0,0,0,174
2893,flat,indiabulls centrum park,sector 103,2.2,7652.0,4,6,3+,4.0,Relatively New,2602.0,0,1,0,0,0,1,108
2894,house,sushant lok 1 builder floors,sector 43,2.45,7756.0,4,4,3+,3.0,Moderately Old,540.0,1,1,0,1,1,2,123
2895,flat,tulip leaf,sector 69,2.07,11424.0,3,3,3,16.0,Relatively New,1640.0,0,0,0,0,0,0,49
2896,flat,ramprastha the edge towers,sector 37d,0.75,5319.0,2,2,3,19.0,Moderately Old,1410.0,0,0,0,0,0,0,63
2897,flat,umang monsoon breeze,sector 78,1.2,6494.0,3,3,2,8.0,Moderately Old,2045.0,0,0,0,1,0,2,8
2898,house,independent,sector 105,0.6,13333.0,3,3,0,3.0,Moderately Old,450.0,0,0,0,0,0,0,0
2899,flat,emaar mgf the palm drive,sector 66,3.2,17778.0,3,3,3,12.0,Relatively New,1800.0,1,1,1,1,0,0,117
2900,flat,vatika lifestyle homes,sector 83,1.25,6838.0,3,2,1,6.0,Relatively New,1654.0,1,1,1,1,0,2,174
2901,flat,tata primanti,sector 72,3.5,11427.0,4,5,3+,10.0,Relatively New,2625.0,0,1,0,0,1,0,38
2902,flat,alpha corp gurgaonone,sector 84,1.15,7497.0,2,2,3,8.0,Relatively New,1361.0,1,0,0,0,0,1,37
2903,flat,bestech park view ananda,sector 81,1.45,8735.0,3,2,3+,3.0,Relatively New,1352.0,0,0,0,0,1,0,45
2904,house,vipul tatvam villa,sector 48,5.5,21219.0,3,6,2,2.0,Moderately Old,2592.0,0,1,0,0,1,1,106
2905,flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,4,4,3,2.0,Relatively New,1650.0,1,0,0,0,0,1,89
2906,flat,paras dews,sector 106,1.15,7419.0,3,3,3,11.0,Relatively New,1650.0,0,1,0,1,0,1,174
2907,flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3,3,3+,3.0,Relatively New,1493.0,1,1,0,0,0,0,152
2908,flat,godrej,sector 79,1.35,8970.0,3,3,2,7.0,Relatively New,1362.0,0,0,0,0,0,0,118
2909,flat,tulip violet,sector 69,1.66,8409.0,4,4,1,12.0,Relatively New,1783.0,0,0,0,1,0,0,102
2910,flat,bptp astaire gardens,sector 70a,1.8,9351.0,3,3,3,3.0,Relatively New,1925.0,1,0,0,0,0,0,135
2911,house,vatika sovereign next,sector 82a,3.85,7500.0,5,6,3+,6.0,Relatively New,5140.0,0,0,0,0,0,0,53
2912,flat,mahindra aura,sector 110,1.8,8815.0,3,3,3+,7.0,Relatively New,1850.0,0,1,0,0,0,1,136
2913,flat,,sector 78,0.6,3692.0,2,2,0,2.0,Under Construction,1625.0,0,0,0,0,0,0,0
2914,flat,mvn athens,sohna road,0.27,5895.0,2,2,1,4.0,Relatively New,509.0,0,0,0,0,1,1,35
2915,house,independent,sector 25,6.5,36111.0,4,4,3+,2.0,Moderately Old,1800.0,1,1,1,1,0,0,61
2916,flat,ireo the corridors,sector 67a,1.4,9434.0,2,2,2,8.0,Relatively New,1149.0,1,0,0,0,1,0,90
2917,flat,dnha cghs,sector 1,0.85,3864.0,3,3,0,5.0,Moderately Old,2200.0,0,0,0,0,0,0,0
2918,flat,capital residences 360,sector 70a,1.15,11500.0,2,2,3,4.0,New Property,1400.0,0,0,0,1,0,0,132
2919,flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.0,2,2,3,0.0,Relatively New,1073.0,0,0,0,0,0,0,49
2920,flat,dlf garden city floors,sector 92,1.7,8586.0,3,4,2,1.0,Under Construction,1475.0,0,0,0,0,0,0,63
2921,house,housing board colony,sector 28,2.1,23333.0,8,8,3+,4.0,Moderately Old,900.0,0,0,0,0,1,1,38
2922,flat,smart world orchard,sector 61,1.5,12500.0,2,2,2,2.0,Under Construction,1333.0,1,0,0,0,0,0,49
2923,flat,dlf regency park,sector 28,1.24,12400.0,2,2,3+,19.0,Moderately Old,1050.0,0,0,0,1,0,1,157
2924,flat,vatika city,sector 49,1.69,8622.0,3,3,3,3.0,Moderately Old,2178.0,0,0,0,1,0,0,136
2925,flat,godrej,sector 79,1.18,8532.0,2,2,3,7.0,Relatively New,1252.0,0,0,0,0,0,0,158
2926,house,independent,sector 3,0.68,3875.0,5,3,0,1.0,Moderately Old,1755.0,0,0,0,0,0,0,0
2927,flat,the pearl apartmen,sector 15,0.43,5584.0,2,2,1,2.0,Relatively New,856.0,0,0,0,0,0,1,28
2928,flat,sidhartha ncr one,sector 110,0.55,5556.0,2,2,3,15.0,Relatively New,990.0,0,0,0,0,0,0,0
2929,house,ansal florence super,sector 57,3.75,23148.0,3,4,3,2.0,Moderately Old,1620.0,1,1,1,0,0,1,38
2930,flat,ramsons kshitij,sector 95,0.3,3158.0,2,2,1,11.0,Relatively New,950.0,0,0,0,0,0,0,0
2931,flat,bptp terra,sector 37d,1.77,8079.0,4,3,3,15.0,Relatively New,2025.0,1,1,0,1,1,0,49
2932,flat,eldeco accolade,sohna road,0.72,4976.0,2,2,3+,12.0,Relatively New,1131.0,1,0,0,0,0,0,152
2933,flat,paras dews,sector 106,1.15,6534.0,3,4,3+,12.0,Relatively New,1186.0,1,1,0,0,0,1,174
2934,flat,signature the roselia,sector 95,0.41,6193.0,2,2,2,12.0,New Property,670.0,1,0,0,0,0,1,90
2935,flat,la vida by tata housing,sector 113,1.38,12000.0,2,2,3,8.0,New Property,1350.0,1,0,0,0,0,0,174
2936,house,independent,sector 4,0.6,11696.0,3,3,1,2.0,Old Property,57.0,0,0,0,0,1,0,0
2937,flat,sobha city,sector 108,2.33,14463.0,3,3,3,17.0,Relatively New,1711.0,0,0,1,0,0,1,159
2938,flat,ss the leaf,sector 85,1.85,6579.0,4,5,3+,1.0,Relatively New,2545.0,0,0,0,0,0,0,95
2939,flat,deepak minda,manesar,1.25,4715.0,4,4,3+,6.0,Moderately Old,2946.0,0,0,0,0,0,1,44
2940,flat,adani aangan arcade,sector 88a,0.45,7188.0,2,2,1,8.0,New Property,695.0,0,0,0,0,0,0,14
2941,flat,mahindra luminare,sector 59,5.8,19174.0,3,4,3,16.0,New Property,3361.0,0,1,0,0,0,1,49
2942,flat,chd avenue,sector 71,1.12,6215.0,3,4,3,0.0,Moderately Old,1631.0,0,1,0,0,0,0,65
2943,flat,bestech park view residency,sector 2,0.56,8629.0,1,2,2,7.0,Moderately Old,723.0,0,0,0,0,0,0,92
2944,house,independent,sector 2,4.95,20370.0,6,5,3+,3.0,Relatively New,2430.0,0,1,0,0,0,0,91
2945,flat,sare homes,sector 92,1.19,5219.0,4,3,3,14.0,Relatively New,2533.0,0,1,0,0,0,0,100
2946,flat,smart world orchard,sector 61,1.47,12783.0,2,2,2,4.0,Under Construction,1278.0,1,0,0,0,0,0,31
2947,flat,signature global park,sohna road,0.54,6506.0,2,2,1,2.0,Relatively New,922.0,0,0,0,0,0,0,16
2948,flat,sare green parc phase 3,sector 92,0.95,4857.0,4,3,3,4.0,Moderately Old,1770.0,0,0,0,0,0,0,67
2950,flat,antriksh heights,sector 84,0.73,6083.0,2,2,3+,4.0,Relatively New,1026.0,1,0,1,1,0,0,158
2951,flat,dlf the arbour,sector 63,7.9,20000.0,4,4,3+,34.0,Under Construction,3950.0,0,0,0,0,0,0,61
2952,flat,umang monsoon breeze,sector 78,0.88,4746.0,3,4,3,8.0,Moderately Old,1668.0,0,1,0,1,0,0,111
2953,flat,sunischit apartments,sector 54,1.75,7955.0,3,3,3+,6.0,Moderately Old,2100.0,0,1,0,0,0,1,126
2955,house,independent,sector 108,1.7,5667.0,4,4,3+,1.0,Relatively New,3000.0,0,0,0,0,0,0,0
2956,flat,chintels paradiso,sector 109,1.8,8867.0,3,3,2,0.0,Moderately Old,1910.0,0,1,0,0,0,0,83
2958,house,grover homes sec 4,sector 4,4.75,9374.0,5,5,1,1.0,Old Property,5067.0,1,1,0,1,0,1,35
2960,flat,dlf the primus,sector 82a,2.6,11439.0,4,4,3+,2.0,Relatively New,2273.0,0,0,0,0,1,0,38
2961,flat,central park flower valley aqua front towers,sector 33,1.7,9503.0,3,3,3,12.0,Under Construction,1619.0,0,0,0,0,0,0,24
2962,house,dlf new town heights,sector 86,2.47,7719.0,4,4,3+,2.0,Moderately Old,2800.0,0,1,0,1,0,1,130
2963,flat,indiabulls enigma,sector 110,3.6,10588.0,4,5,3,7.0,Relatively New,3077.0,0,1,0,0,0,0,165
2964,house,independent,sector 27,8.0,26298.0,9,9,3,4.0,Relatively New,3042.0,1,1,1,1,0,2,110
2966,flat,indiabulls enigma,sector 110,4.49,11572.0,5,5,3+,4.0,Relatively New,3511.0,0,1,0,0,0,0,165
2967,house,independent,sector 28,11.25,34722.0,9,9,3+,2.0,Moderately Old,3240.0,0,1,1,1,0,1,126
2969,flat,aipl the peaceful homes,sector 70a,2.4,11163.0,3,3,3,11.0,Relatively New,1946.0,0,1,0,0,0,0,108
2970,flat,ats kocoon,sector 109,1.6,9169.0,3,3,3,10.0,Relatively New,1550.0,0,0,0,0,0,0,86
2971,flat,dlf regal gardens,sector 90,1.79,8081.0,4,3,3+,10.0,Moderately Old,2461.0,0,0,0,0,0,0,63
2972,flat,sare crescent parc royal greens phase 1,sector 92,0.5,5000.0,2,2,3,2.0,Relatively New,1000.0,0,0,0,0,0,0,0
2973,house,international city by sobha phase 2,sector 109,6.8,12593.0,4,5,3,2.0,Relatively New,5400.0,0,1,0,0,0,0,49
2974,house,independent,sector 43,5.75,29716.0,4,4,2,2.0,Old Property,1935.0,0,1,1,1,0,0,34
2976,flat,ambience lagoon,sector 24,4.25,13281.0,3,4,3+,3.0,Old Property,3201.0,0,1,0,1,0,1,143
2977,flat,green court,sector 90,0.45,7188.0,2,2,1,2.0,New Property,696.0,0,0,0,0,0,1,42
2978,flat,imperia the esfera,sector 37c,1.1,5405.0,3,4,3,9.0,Relatively New,1899.0,1,1,0,0,0,0,49
2979,flat,bptp terra,sector 37d,1.5,8255.0,3,3,3,12.0,Relatively New,1686.0,0,0,0,0,1,0,49
2980,flat,orchid island,sector 51,0.71,7889.0,2,2,1,4.0,Relatively New,1007.0,0,0,0,0,0,0,23
2981,flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10370.0,2,2,3,7.0,Relatively New,1100.0,0,0,0,0,0,1,49
2984,flat,indiabulls enigma,sector 110,4.1,10567.0,5,5,2,10.0,Relatively New,3500.0,0,1,0,0,0,0,159
